주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
PAR-004095,신양빌리지 앞 주차장,공영,노상,경기도 의왕시 사그내4길,경기도 의왕시 고천동 516,15,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.34820004,126.9770508,2022-06-10,4030000,경기도 의왕시
PAR-004096,신세기자동차 앞 주차장,공영,노상,경기도 의왕시 고천공업로,경기도 의왕시 고천동 318-11,21,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.350235,126.9717118,2022-06-10,4030000,경기도 의왕시
PAR-004097,이면도로 주차장,공영,노상,경기도 의왕시 부곡중앙남1길,,7,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.318841,126.950221,2022-06-10,4030000,경기도 의왕시
PAR-004098,노상주차장,공영,노상,경기도 의왕시 오전천로29,경기도 의왕시 오전동 856,10,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35027993,126.9767946,2022-06-10,4030000,경기도 의왕시
PAR-004099,이면도로 주차장,공영,노상,,경기도 의왕시 오전동 105-2,37,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.359871,126.9668143,2022-06-10,4030000,경기도 의왕시
PAR-004100,이면도로 주차장,공영,노상,경기도 의왕시 어내들3길,경기도 의왕시 오전동 32-128,6,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.36031241,126.9650192,2022-06-10,4030000,경기도 의왕시
PAR-004101,이면도로 주차장,공영,노상,경기도 의왕시 어내들4길,경기도 의왕시 오전동 32-129,8,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.36037118,126.9650858,2022-06-10,4030000,경기도 의왕시
PAR-004102,노상주차장,공영,노상,,경기도 의왕시 오전동 838-9,8,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35950679,126.9662017,2022-06-10,4030000,경기도 의왕시
PAR-004103,노상주차장,공영,노상,,경기도 의왕시 오전동 850,128,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35499869,126.9733258,2022-06-10,4030000,경기도 의왕시
PAR-004104,이면도로 주차장,공영,노상,경기도 의왕시 찬우물1길,경기도 의왕시 오전동 844,18,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35438636,126.9706921,2022-06-10,4030000,경기도 의왕시
PAR-004105,이면도로 주차장,공영,노상,,경기도 의왕시 오전동 350,20,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35210103,126.9747002,2022-06-10,4030000,경기도 의왕시
PAR-004106,예전교회 앞 주차장,공영,노상,경기도 의왕시 경수대로391번길,경기도 의왕시 오전동 122-1,52,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.35874736,126.9639225,2022-06-10,4030000,경기도 의왕시
PAR-004107,이면도로 주차장,공영,노상,경기도 의왕시 내손중앙6길,경기도 의왕시 내손동 678-12,21,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.3846461,126.9828051,2022-06-10,4030000,경기도 의왕시
PAR-004108,이면도로 주차장,공영,노상,경기도 의왕시 내손중앙3길,경기도 의왕시 내손동 681-11,27,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,무료,의왕도시공사,031-8086-7447,37.38547858,126.9817927,2022-06-10,4030000,경기도 의왕시
PAR-004109,계산체육공원지하,공영,노외,인천광역시 계양구 주부토로 570,인천광역시 계양구 계산동 907-1,215,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,600,15,300,,,60000,현금+신용카드,,인천광역시계양구시설관리공단,032-262-7715,37.545044,126.728997,2022-08-22,3550000,인천광역시 계양구
PAR-004110,계양산,공영,노외,인천광역시 계양구 계양산로 102번길 4,인천광역시 계양구 계산동 905,179,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,600,15,300,,,60000,현금+신용카드,월요일 휴무,인천광역시계양구시설관리공단,032-262-7715,37.547302,126.726598,2022-08-22,3550000,인천광역시 계양구
PAR-004111,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 해변공원로 123,전라남도 완도군 완도읍 가용리 1017,5,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.3244165,126.7479384,2022-06-15,4990000,전라남도 완도군
PAR-004112,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 해변공원로 259,전라남도 완도군 완도읍 군내리 308-19(완도항1부두),30,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31652049,126.7611504,2022-06-15,4990000,전라남도 완도군
PAR-004113,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 255,전라남도 완도군 완도읍 군내리 1296,8,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31626969,126.7532364,2022-06-15,4990000,전라남도 완도군
PAR-004114,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 개포로56번길 30-14,전라남도 완도군 완도읍 군내리 1276,30,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31698558,126.7492058,2022-06-15,4990000,전라남도 완도군
PAR-004115,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 256-1,전라남도 완도군 완도읍 군내리 822-126,12,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31587537,126.7531374,2022-06-15,4990000,전라남도 완도군
PAR-004116,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 280,전라남도 완도군 완도읍 군내리 308-19(김학주치과),20,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31472323,126.7551807,2022-06-15,4990000,전라남도 완도군
PAR-004117,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 284,전라남도 완도군 완도읍 군내리 308-19(도미약국),18,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31458719,126.7557681,2022-06-15,4990000,전라남도 완도군
PAR-004118,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 324,전라남도 완도군 완도읍 군내리 308-19(청해진전복나라),30,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31518464,126.760166,2022-06-15,4990000,전라남도 완도군
PAR-004119,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 303,전라남도 완도군 완도읍 군내리 308-19(가리포낚시),52,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31512312,126.7580805,2022-06-15,4990000,전라남도 완도군
PAR-004120,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 290-1,전라남도 완도군 완도읍 군내리 308-19(통발협회),27,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31464732,126.756671,2022-06-15,4990000,전라남도 완도군
PAR-004121,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 262,전라남도 완도군 완도읍 군내리 308-19(럭키모텔),25,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31563656,126.7536267,2022-06-15,4990000,전라남도 완도군
PAR-004122,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로286번길 11,전라남도 완도군 완도읍 군내리 782-104,10,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31401899,126.7557682,2022-06-15,4990000,전라남도 완도군
PAR-004123,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 군내25번길,전라남도 완도군 완도읍 군내리 367-48,14,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,,,2022-06-15,4990000,전라남도 완도군
PAR-004124,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 군내길 33,전라남도 완도군 완도읍 군내리 411-15,14,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31095435,126.7584712,2022-06-15,4990000,전라남도 완도군
PAR-004125,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 청해진남로 38-1,전라남도 완도군 완도읍 군내리 770(군의회앞~정확당),56,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31239598,126.7550095,2022-06-15,4990000,전라남도 완도군
PAR-004126,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 청해진남로 51,전라남도 완도군 완도읍 군내리 479-4(군청앞~중학교앞),92,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31097244,126.7549613,2022-06-15,4990000,전라남도 완도군
PAR-004127,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 군내11번길,전라남도 완도군 완도읍 군내리 319(담배인삼공사~천주교),36,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31344191,126.760864,2022-06-15,4990000,전라남도 완도군
PAR-004128,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 중앙길 43,전라남도 완도군 완도읍 군내리 319-3(천주교~완도초등학교),25,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.3133974,126.761013,2022-06-15,4990000,전라남도 완도군
PAR-004129,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 청해진남로 23번길,전라남도 완도군 완도읍 군내리 362-1(청빛마을앞 마을주차장),16,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,,,2022-06-15,4990000,전라남도 완도군
PAR-004130,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 중앙길 24,전라남도 완도군 완도읍 군내리 319(김병곤외과~영신약국앞),20,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31342775,126.7577405,2022-06-15,4990000,전라남도 완도군
PAR-004131,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 군내3번길,전라남도 완도군 완도읍 군내리 782-104(한국관앞~천주교(뒷편)),31,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31417908,126.7558961,2022-06-15,4990000,전라남도 완도군
PAR-004132,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 220,전라남도 완도군 완도읍 군내리 1254(정관장(장보고마트)~패밀리마트),145,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31607492,126.7491712,2022-06-15,4990000,전라남도 완도군
PAR-004133,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 개포로62번길 9,전라남도 완도군 완도읍 군내리 1243-1(완도읍사무소 옆),27,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31700893,126.7455346,2022-06-15,4990000,전라남도 완도군
PAR-004134,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 청해진서로 1-1,전라남도 완도군 완도읍 군내리 1217(세종학원앞),9,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31534742,126.7425232,2022-06-15,4990000,전라남도 완도군
PAR-004135,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 개포로 111,전라남도 완도군 완도읍 군내리 1256-4(농어민체육센터),175,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31667144,126.7416714,2022-06-15,4990000,전라남도 완도군
PAR-004136,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 개포로 111,전라남도 완도군 완도읍 군내리 1256-2(군민회관),57,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31667144,126.7416714,2022-06-15,4990000,전라남도 완도군
PAR-004137,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 개포로 111-1,전라남도 완도군 완도읍 가용리 50-18(공설운동장앞),135,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,,,2022-06-15,4990000,전라남도 완도군
PAR-004138,완도군 공용주차장,공영,노상,전라남도 완도군 청해진동로 44,전라남도 완도군 완도읍 가용리 44(제2축구장),7,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31704454,126.7380938,2022-06-15,4990000,전라남도 완도군
PAR-004139,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 장보고대로248번길 34,전라남도 완도군 완도읍 군내리 1368(중앙시장주차장),8,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.3139819,126.7545314,2022-06-15,4990000,전라남도 완도군
PAR-004140,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 장보고대로248번길 16,전라남도 완도군 완도읍 군내리 1374(중앙시장주차장),8,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31505863,126.7534549,2022-06-15,4990000,전라남도 완도군
PAR-004141,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 청해진서로 59,전라남도 완도군 완도읍 군내리 1162-7(현대APT건너편),67,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31161698,126.7394459,2022-06-15,4990000,전라남도 완도군
PAR-004142,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 청해진남로 51,전라남도 완도군 완도읍 군내리 650-1(완도군청),194,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31097244,126.7549613,2022-06-15,4990000,전라남도 완도군
PAR-004143,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 중앙길 64,전라남도 완도군 완도읍 군내리 428(등기소 앞),26,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31110434,126.760529,2022-06-15,4990000,전라남도 완도군
PAR-004144,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 청해진남로 23번길 58,전라남도 완도군 완도읍 군내리 423-2(청향빌라 앞),5,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31018505,126.7600435,2022-06-15,4990000,전라남도 완도군
PAR-004145,완도군 공용주차장,공영,노외,전라남도 완도군 완도읍 군내길 38,전라남도 완도군 완도읍 군내리 410-2(청해빌라 앞),10,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.31059221,126.7583704,2022-06-15,4990000,전라남도 완도군
PAR-004146,제1공영노상주차장,공영,노상,경기도 구리시 검배로 6-1,경기도 구리시 수택동 490-1,64,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.60039284,127.1415224,2022-06-29,3980000,경기도 구리시
PAR-004147,제2공영노상주차장,공영,노상,경기도 구리시 안골로 107-1,경기도 구리시 수택동 428,20,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59775966,127.1430477,2022-06-29,3980000,경기도 구리시
PAR-004148,제3공영노상주차장,공영,노상,경기도 구리시 체육관로 74,경기도 구리시 수택동 858,19,2,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,500,10,200,10,6000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3755,37.59152048,127.1386678,2022-06-29,3980000,경기도 구리시
PAR-004149,제4공영노상주차장,공영,노상,,경기도 구리시 인창동 296-3,56,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.6018798,127.1384376,2022-06-29,3980000,경기도 구리시
PAR-004150,제5공영노상주차장,공영,노상,,경기도 구리시 교문동 223-2,27,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59940432,127.1361385,2022-06-29,3980000,경기도 구리시
PAR-004151,제6공영노상주차장,공영,노상,,경기도 구리시 인창동 487-50,12,2,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,500,10,200,10,6000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.6094648,127.1327074,2022-06-29,3980000,경기도 구리시
PAR-004152,제7공영노상주차장,공영,노상,,경기도 구리시 수택동 878-3,61,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.58693521,127.1400259,2022-06-29,3980000,경기도 구리시
PAR-004153,제9공영노상주차장,공영,노상,,경기도 구리시 수택동 514,18,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59865956,127.145338,2022-06-29,3980000,경기도 구리시
PAR-004154,제10공영노상주차장,공영,노상,,경기도 구리시 인창동 689,17,1,미시행,평일+토요일,9:00,19:00,9:00,17:00,0:00,0:00,유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.60314708,127.1440716,2022-06-29,3980000,경기도 구리시
PAR-004155,제1공영노외주차장,공영,노외,,경기도 구리시 수택동 528,79,1,미시행,평일+토요일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,10,200,24,8000,70000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.5996156,127.1468725,2022-06-29,3980000,경기도 구리시
PAR-004156,제2공영노외주차장,공영,노외,경기도 구리시 안골로 40,경기도 구리시 교문동 736-3,340,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,500,10,200,24,6000,50000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59693701,127.1355301,2022-06-29,3980000,경기도 구리시
PAR-004157,제3공영노외주차장,공영,노외,경기도 구리시 체육관로 74,경기도 구리시 수택동 852,200,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,600,10,200,24,8000,70000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59152048,127.1386678,2022-06-29,3980000,경기도 구리시
PAR-004158,제4공영노외주차장,공영,노외,,경기도 구리시 수택동 528,94,2,미시행,평일+토요일,6:00,22:00,6:00,22:00,0:00,0:00,유료,30,500,10,200,16,6000,50000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59961461,127.1468742,2022-06-29,3980000,경기도 구리시
PAR-004159,제5공영노외주차장,공영,노외,,경기도 구리시 수택동 528,252,2,미시행,평일+토요일,6:00,22:00,6:00,22:00,0:00,0:00,유료,30,500,10,200,16,6000,50000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.59961461,127.1468742,2022-06-29,3980000,경기도 구리시
PAR-004160,제6공영노외주차장,공영,노외,,경기도 구리시 인창동 208-39,205,1,미시행,평일+토요일,6:00,22:00,6:00,22:00,0:00,0:00,유료,30,600,10,200,16,8000,70000,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,031-550-3766,37.60423622,127.1448196,2022-06-29,3980000,경기도 구리시
